EmployeeID,Days_Worked,Absences,Long_Days,Avg_Work_Hours
867,245,16,52,7.768857142857143
868,237,24,0,6.832889123300516
869,240,21,240,9.387326388888889
870,240,21,0,6.664042824074074
871,235,26,235,9.21666075650118
872,243,18,0,5.996898719707362
873,244,17,0,6.391757741347906
874,232,29,0,5.9954394157088124
875,235,26,0,6.491637115839243
876,228,33,0,7.030567738791423
877,233,28,4,7.3205448259418215
878,241,20,0,6.5991343937298295
879,237,24,218,8.417341772151898
880,237,24,237,8.882230426629162
881,243,18,243,9.425232053040695
882,232,29,0,6.344614463601533
883,243,18,242,8.78037494284408
884,233,28,0,6.562242489270386
885,246,15,245,8.87501467931346
886,233,28,89,7.908878159275155
887,233,28,1,7.144681688125894
888,245,16,245,10.91689342403628
889,239,22,0,6.102161785216179
890,239,22,2,7.295703161320316
891,230,31,0,6.567342995169082
892,243,18,0,6.090469821673525
893,235,26,23,7.603104018912529
894,240,21,4,7.38428125
895,235,26,81,7.880823877068558
896,243,18,212,8.39764060356653
897,242,19,0,6.0397417355371905
898,226,35,0,6.870003687315634
899,230,31,19,7.586946859903382
900,230,31,0,6.191809178743962
901,239,22,120,7.993996978149697
902,232,29,0,6.66040948275862
903,242,19,2,7.317151056014692
904,233,28,233,9.588505007153074
905,240,21,0,5.966612268518518
906,231,30,95,7.942092352092351
907,240,21,240,9.179383101851851
908,232,29,225,8.593498563218391
909,228,33,0,7.111725146198831
910,236,25,236,10.69871586629002
911,239,22,235,8.687724314272431
912,230,31,0,7.1704118357487925
913,243,18,0,6.4101211705532695
914,244,17,244,10.486748633879783
915,235,26,1,7.294751773049645
916,233,28,85,7.88170243204578
917,233,28,0,6.098032904148784
918,233,28,0,6.773751788268955
919,239,22,58,7.800969316596931
920,240,21,58,7.78853125
921,233,28,0,6.625714115402956
922,233,28,43,7.7068788745827375
923,228,33,0,5.9864875730994145
924,242,19,230,8.499204545454544
925,241,20,110,7.954062932226832
926,238,23,0,6.310086367880485
927,230,31,20,7.584176328502415
928,242,19,29,7.632412764003673
929,230,31,211,8.416370772946859
930,242,19,0,7.198089990817263
931,243,18,243,10.704748513946045
932,227,34,0,6.412126774351443
933,228,33,0,6.599085038986354
934,242,19,3,7.390623278236914
935,235,26,235,9.695243498817966
936,241,20,60,7.806726602120793
937,234,27,0,6.711067188983855
938,238,23,0,6.3870588235294115
939,241,20,241,10.959115952051638
940,241,20,40,7.703551175656985
941,237,24,237,9.487822315986874
942,228,33,0,5.958735380116959
943,233,28,221,8.52645922746781
944,240,21,153,8.093856481481481
945,239,22,12,7.388344955834496
946,234,27,129,8.024024216524216
947,237,24,237,9.88266643225504
948,241,20,16,7.5274596588289535
949,245,16,0,7.1902380952380955
950,246,15,47,7.700374887082203
951,232,29,105,7.968867337164751
952,233,28,0,6.2356461611826415
953,231,30,59,7.787044252044252
954,243,18,0,6.513645404663923
955,232,29,1,7.057042624521073
956,245,16,245,9.22052267573696
957,239,22,233,8.505449790794978
958,233,28,163,8.161027658559847
959,240,21,150,8.093515046296297
960,239,22,0,6.7112006043700605
961,231,30,0,7.034598364598365
962,231,30,98,7.925632515632516
963,231,30,0,6.286331168831168
964,237,24,0,6.297184716361931
965,237,24,0,6.38253164556962
966,237,24,0,6.786419362400375
967,245,16,44,7.71978231292517
968,227,34,0,6.578455702398434
969,226,35,0,6.908069075712881
970,228,33,2,7.19040082846004
971,231,30,42,7.7227308802308805
972,237,24,237,9.783942803563056
973,232,29,0,5.991006944444444
974,244,17,23,7.575745673952642
975,226,35,4,7.379968043264504
976,229,32,2,7.276453178068898
977,235,26,33,7.68843853427896
978,231,30,231,9.799356661856661
979,239,22,239,10.377021152952114
980,242,19,0,7.014081726354453
981,235,26,0,6.026296690307328
982,238,23,0,6.461306022408963
983,247,14,247,10.198464912280702
984,245,16,18,7.598678004535148
985,243,18,91,7.906652949245542
986,240,21,59,7.786297453703704
987,237,24,0,6.2239474917955935
988,235,26,0,5.95086170212766
989,230,31,0,6.71769806763285
990,230,31,24,7.609416666666666
991,229,32,0,6.303799126637554
992,229,32,0,6.805719311014071
993,240,21,239,8.804921296296296
994,231,30,126,8.030652958152958
995,237,24,237,9.935644631973746
996,228,33,5,7.386259746588694
997,246,15,40,7.697562104787715
998,228,33,191,8.278268762183236
999,245,16,81,7.878654195011339
1000,242,19,0,6.192529843893481
1001,226,35,0,6.292075958702065
1002,239,22,0,6.826139005113901
1003,228,33,0,6.0161683723196875
1004,235,26,235,9.019432624113476
1005,240,21,223,8.407244212962963
1006,234,27,0,6.683682336182335
1007,232,29,22,7.606161398467433
1008,232,29,0,6.713771551724138
1009,239,22,0,6.261173872617388
1010,239,22,180,8.174600185960019
1011,232,29,140,8.107574233716475
1012,234,27,0,6.08843779677113
1013,244,17,33,7.70343010018215
1014,235,26,8,7.487674940898345
1015,236,25,0,6.379568032015065
1016,243,18,243,8.877802926383174
1017,232,29,3,7.294315134099617
1018,237,24,0,6.720105485232067
1019,242,19,108,7.974443296602387
1020,245,16,245,10.019207482993197
1021,240,21,240,9.546405092592591
1022,230,31,230,9.284885265700483
1023,228,33,0,6.1112451267056525
1024,229,32,224,8.59096918971373
1025,245,16,119,8.001345804988663
1026,229,32,3,7.398159873847647
1027,239,22,0,6.896431892143189
1028,243,18,0,6.693008687700045
1029,230,31,0,6.599432367149759
1030,231,30,0,6.59779822029822
1031,237,24,0,6.677146038443507
1032,244,17,59,7.802694672131148
1033,230,31,82,7.893937198067633
1034,243,18,0,6.208432784636488
1035,239,22,0,6.198692468619247
1036,226,35,10,7.418051868239921
1037,235,26,61,7.800170212765957
1038,244,17,244,10.323418715846994
1039,241,20,0,7.069740663900414
1040,230,31,229,8.69433695652174
1041,245,16,105,7.9677913832199545
1042,233,28,0,6.591388888888889
1043,232,29,4,7.373935584291188
1044,243,18,0,6.604357567443987
1045,228,33,3,7.404206871345028
1046,235,26,235,10.70971158392435
1047,237,24,2,7.2272386310361
1048,229,32,0,7.084196991751577
1049,235,26,10,7.490906619385343
1050,230,31,15,7.552442028985507
1051,238,23,238,9.511932773109244
1052,239,22,0,6.121894467689447
1053,240,21,240,9.588722222222223
1054,235,26,29,7.6525319148936175
1055,235,26,0,6.110721040189125
1056,243,18,239,8.695968221307727
1057,232,29,0,7.203180076628352
1058,235,26,235,10.658820330969268
1059,230,31,0,6.99689734299517
1060,242,19,242,10.206041092745638
1061,237,24,37,7.693395452414439
1062,230,31,21,7.601602657004831
1063,237,24,0,6.490872011251758
1064,226,35,0,6.100282694198623
1065,238,23,0,7.237116013071895
1066,233,28,36,7.694691225560324
1067,231,30,117,7.998587061087061
1068,241,20,0,6.593369064084832
1069,237,24,237,10.411639709329583
1070,238,23,85,7.870749299719887
1071,229,32,0,7.0824721009218825
1072,235,26,110,7.980670212765958
1073,242,19,0,6.301853764921947
1074,237,24,0,6.104008438818566
1075,234,27,227,8.589410018993354
1076,230,31,76,7.884351449275362
1077,238,23,36,7.683338001867414
1078,240,21,0,6.520391203703704
1079,236,25,0,6.234294962335217
1080,227,34,0,7.032183064121391
1081,228,33,36,7.692906920077973
1082,243,18,243,10.503807727480567
1083,232,29,232,9.495159243295019
1084,236,25,7,7.479487994350282
1085,231,30,150,8.122622655122655
1086,234,27,1,7.120189933523267
1087,233,28,229,8.666963519313304
1088,243,18,243,10.470496113397349
1089,242,19,0,7.106643709825528
1090,227,34,0,6.496840430739109
1091,244,17,0,6.775284608378871
1092,238,23,238,9.301751867413632
1093,231,30,18,7.590319865319865
1094,243,18,1,7.232274805669867
1095,241,20,0,7.077287920700783
1096,235,26,235,10.187851063829788
1097,231,30,0,6.864824434824435
1098,228,33,1,7.289100877192983
1099,229,32,0,6.413640223192624
1100,232,29,5,7.383247126436782
1101,231,30,201,8.327236652236653
1102,239,22,239,9.21250929800093
1103,236,25,0,6.801304143126177
1104,228,33,0,6.074546783625731
1105,238,23,54,7.784967320261439
1106,229,32,0,6.45017224648229
1107,237,24,237,10.603598218471637
1108,230,31,0,6.806472222222222
1109,230,31,0,6.29495652173913
1110,228,33,1,7.285151072124757
1111,244,17,244,8.92771402550091
1112,245,16,245,9.425028344671201
1113,232,29,0,6.003419540229885
1114,231,30,81,7.890800865800866
1115,230,31,1,6.986115942028985
1116,246,15,246,10.808027326106595
1117,246,15,246,9.888919376693767
1118,235,26,235,10.220872340425533
1119,235,26,28,7.62043853427896
1120,235,26,0,6.2849574468085105
1121,243,18,239,8.701982167352536
1122,241,20,0,6.502103503918856
1123,242,19,0,6.612638888888889
1124,232,29,0,6.665572318007663
1125,247,14,247,9.812982456140352
1126,242,19,0,7.101659779614325
1127,234,27,0,6.0247934472934475
1128,237,24,0,6.802054617909048
1129,242,19,0,6.771128328741965
1130,240,21,40,7.720940972222222
1131,244,17,0,6.592589936247723
1132,237,24,0,6.921297468354431
1133,227,34,0,6.3198641703377385
1134,243,18,1,7.179834247828075
1135,230,31,229,8.815632850241546
1136,243,18,82,7.891162551440329
1137,242,19,1,7.298776400367309
1138,232,29,232,10.31769995210728
1139,245,16,245,10.80799433106576
1140,230,31,92,7.896520531400966
1141,241,20,97,7.898865836791147
1142,244,17,13,7.480150273224044
1143,230,31,97,7.958165458937199
1144,235,26,170,8.186591016548464
1145,242,19,242,10.80473025711662
1146,229,32,0,6.0890926734594855
1147,229,32,0,6.591018922852983
1148,238,23,0,6.103670634920634
1149,246,15,246,10.512341915085818
1150,241,20,0,6.875998155832181
1151,237,24,0,6.994301453352087
1152,241,20,60,7.811326648224989
1153,240,21,0,6.1602800925925925
1154,227,34,0,6.208804454233969
1155,226,35,0,6.082088249754179
1156,233,28,233,10.194130901287554
1157,232,29,56,7.778402777777777
1158,232,29,0,6.171750478927203
1159,235,26,91,7.904476359338061
1160,230,31,0,7.180814009661836
1161,242,19,0,6.509626951331497
1162,244,17,244,9.767906420765028
1163,234,27,33,7.698772554605887
1164,242,19,1,7.228134756657484
1165,236,25,236,10.39878884180791
1166,228,33,0,6.400190058479533
1167,241,20,125,8.004882434301521
1168,241,20,241,9.103674504379898
1169,244,17,0,6.986453779599271
1170,228,33,0,6.16474537037037
1171,237,24,0,6.009841772151899
1172,233,28,120,8.018078206962327
1173,230,31,113,8.000954106280194
1174,235,26,87,7.898323877068559
1175,241,20,241,9.385844859382203
1176,243,18,110,7.971588934613626
1177,244,17,0,6.804641393442623
1178,232,29,232,10.805340038314176
1179,239,22,161,8.159645513714551
1180,244,17,0,6.306303506375228
1181,228,33,117,8.025331384015594
1182,243,18,58,7.792490855052583
1183,236,25,74,7.844118408662901
1184,231,30,0,6.592797017797018
1185,247,14,247,10.903593117408906
1186,244,17,7,7.398867258652095
1187,231,30,0,6.8206794131794135
1188,235,26,59,7.800049645390072
1189,230,31,5,7.3836256038647345
1190,229,32,33,7.675329936923823
1191,240,21,1,7.091824074074074
1192,235,26,0,6.725276595744681
1193,235,26,235,10.505156028368795
1194,241,20,0,6.90596703550023
1195,234,27,2,7.208894824311491
1196,234,27,0,6.277285137701805
1197,229,32,0,6.076578117418729
1198,236,25,0,6.211907956685499
1199,233,28,213,8.430802336671436
1200,235,26,14,7.484193853427896
1201,238,23,0,6.89609943977591
1202,242,19,242,9.817854683195591
1203,242,19,0,6.083963498622589
1204,242,19,242,9.616168503213958
1205,235,26,11,7.508998817966902
1206,235,26,3,7.308546099290781
1207,239,22,13,7.500675267317527
1208,240,21,33,7.6941701388888895
1209,236,25,0,6.046757297551789
1210,229,32,229,9.286569626394956
1211,236,25,0,6.3958886534839925
1212,229,32,0,6.460532508491024
1213,232,29,230,8.626512212643679
1214,236,25,0,6.713213276836158
1215,246,15,236,8.521203703703705
1216,237,24,237,9.482606657290201
1217,236,25,0,6.404782250470809
1218,234,27,3,7.276984805318139
1219,233,28,233,10.035185979971388
1220,241,20,0,6.3894133241124935
1221,243,18,125,7.997498856881573
1222,242,19,68,7.832184343434344
1223,236,25,14,7.4983615819209035
1224,235,26,235,10.724693853427896
1225,227,34,0,6.313388399412628
1226,228,33,24,7.614092348927875
1227,234,27,234,10.48314814814815
1228,231,30,106,7.96732683982684
1229,234,27,234,10.695990028490028
1230,235,26,235,10.002944444444443
1231,237,24,128,8.015872011251759
1232,240,21,240,9.68517361111111
1233,243,18,0,6.907967535436671
1234,229,32,0,6.475342066957787
1235,238,23,0,6.094871615312791
1236,229,32,0,5.997355652595827
1237,232,29,67,7.815063457854405
1238,228,33,11,7.481158625730994
1239,231,30,231,9.495272967772967
1240,242,19,0,6.892245179063361
1241,241,20,0,7.101099585062241
1242,230,31,121,8.009119565217391
1243,241,20,0,6.528365606270171
1244,241,20,231,8.532774319963117
1245,243,18,0,6.116035665294925
1246,232,29,0,6.523863745210728
1247,244,17,244,9.67660063752277
1248,234,27,0,6.487590218423552
1249,243,18,243,8.919851394604482
1250,242,19,1,7.0866505968778695
1251,230,31,230,9.078667874396135
1252,238,23,0,6.55703314659197
1253,239,22,0,6.188770339377034
1254,229,32,24,7.619807132459971
1255,243,18,41,7.6933150434385
1256,239,22,0,6.842362854486285
1257,229,32,0,6.816597525473071
1258,229,32,0,5.962092430858807
1259,234,27,58,7.820035612535612
1260,231,30,0,6.10239417989418
1261,244,17,244,9.31843010018215
1262,230,31,0,6.9096932367149755
1263,232,29,232,9.295721982758621
1264,236,25,236,10.683428672316383
1265,238,23,238,9.386280345471523
1266,237,24,237,9.509294421003283
1267,241,20,241,10.199422544951592
1268,245,16,186,8.207739229024943
1269,232,29,0,6.473378831417625
1270,233,28,233,8.788953266571292
1271,240,21,0,6.096067129629629
1272,234,27,6,7.422623456790123
1273,229,32,143,8.10862809315866
1274,234,27,0,6.241581196581197
1275,234,27,234,9.531168091168093
1276,235,26,0,6.9165189125295505
1277,243,18,0,6.004865112025605
1278,242,19,152,8.11400137741047
1279,227,34,2,7.215137053352913
1280,240,21,0,6.807199074074075
1281,241,20,0,6.101339326878746
1282,243,18,242,8.892940100594421
1283,230,31,0,6.789967391304348
1284,236,25,72,7.827854284369115
1285,230,31,0,6.300332125603865
1286,241,20,10,7.522589903181189
1287,230,31,1,7.17987077294686
1288,242,19,0,6.095544077134986
1289,236,25,0,6.019582156308852
1290,236,25,236,8.896670197740113
1291,245,16,0,6.597208616780045
1292,238,23,238,10.269981325863679
1293,234,27,234,9.195694444444445
1294,232,29,85,7.903589559386973
1295,238,23,0,6.709723389355743
1296,228,33,227,8.81139985380117
1297,242,19,134,8.008844123048668
1298,241,20,0,6.312178423236514
1299,229,32,0,6.405738719068413
1300,238,23,0,6.759082633053221
1301,243,18,30,7.617610882487426
1302,242,19,0,6.197463269054178
1303,230,31,6,7.404682367149759
1304,236,25,236,10.087117467043315
1305,236,25,137,8.071362994350283
1306,236,25,236,9.020947504708099
1307,241,20,3,7.310940525587829
1308,241,20,14,7.585544029506686
1309,235,26,57,7.795473995271867
1310,242,19,0,5.990938934802571
1311,231,30,0,7.07940355940356
1312,243,18,0,6.732844078646548
1313,247,14,247,10.147261583445793
1314,234,27,112,7.960068850902185
1315,246,15,246,10.712137533875339
1316,237,24,25,7.623057899671824
1317,231,30,50,7.783722943722943
1318,234,27,1,7.212025166191832
1319,233,28,233,9.58414878397711
1320,241,20,227,8.510076071922544
1321,241,20,39,7.7015006915629325
1322,242,19,0,6.2620971074380165
1323,239,22,13,7.4895734542073455
1324,238,23,193,8.218455882352941
1325,230,31,148,8.143079710144928
1326,238,23,0,6.488012371615313
1327,237,24,0,5.9999050632911395
1328,232,29,0,6.221693007662835
1329,238,23,64,7.855724789915966
1330,238,23,116,7.984710550887021
1331,238,23,8,7.499870448179272
1332,235,26,232,8.702949172576831
1333,231,30,89,7.911812169312169
1334,243,18,0,6.708544810242341
1335,232,29,232,9.013333333333334
1336,240,21,0,6.686394675925926
1337,233,28,212,8.39816762041011
1338,236,25,27,7.685123587570621
1339,234,27,13,7.54806861348528
1340,239,22,239,9.363881915388191
1341,236,25,0,6.379811676082863
1342,240,21,0,7.194425925925926
1343,232,29,111,7.978614703065134
1344,239,22,1,7.080387029288703
1345,245,16,230,8.406022675736962
1346,229,32,141,8.118852498786996
1347,238,23,107,7.950108543417366
1348,236,25,0,6.79901247645951
1349,240,21,2,7.189976851851852
1350,245,16,79,7.877014739229025
1351,236,25,56,7.793299199623353
1352,231,30,231,9.995206830206829
1353,242,19,95,7.901718319559229
1354,230,31,4,7.374128019323671
1355,246,15,246,10.415906729900632
1356,235,26,0,6.6802943262411345
1357,241,20,0,6.505978561549101
1358,228,33,0,6.720969785575049
1359,228,33,0,6.39401559454191
1360,242,19,0,7.318976124885216
1361,235,26,118,8.016141843971631
1362,242,19,0,6.380013774104683
1363,228,33,0,7.003960769980506
1364,232,29,5,7.395136494252873
1365,232,29,232,10.893168103448277
1366,230,31,0,6.790741545893719
1367,235,26,95,7.907401891252955
1368,236,25,0,6.09657368173258
1369,246,15,22,7.573564814814815
1370,246,15,246,9.988622402890694
1371,228,33,0,6.195923489278753
1372,232,29,0,6.977579022988506
1373,243,18,25,7.677799497027892
1374,238,23,0,6.300498366013072
1375,231,30,0,6.532742905242905
1376,246,15,246,10.874485094850948
1377,243,18,243,10.614749657064472
1378,233,28,0,6.208623032904149
1379,231,30,0,6.187160894660894
1380,232,29,0,6.9091439176245215
1381,235,26,0,6.323777777777778
1382,232,29,0,6.933930795019157
1383,234,27,234,8.884953703703705
1384,230,31,10,7.5101751207729475
1385,232,29,4,7.4069647988505745
1386,235,26,0,6.809022458628842
1387,233,28,157,8.125163328564616
1388,244,17,203,8.283279826958106
1389,231,30,0,6.78991822991823
1390,231,30,2,7.208066378066378
1391,235,26,0,6.921690307328605
1392,239,22,103,7.930844955834496
1393,237,24,237,10.362566807313643
1394,240,21,0,6.247778935185185
1395,245,16,245,10.120157596371882
1396,230,31,0,6.78049154589372
1397,238,23,0,6.116384220354808
1398,245,16,18,7.521757369614512
1399,236,25,0,6.206365348399246
1400,235,26,0,6.105050827423168
1401,227,34,0,6.80057391091532
1402,232,29,7,7.393497365900383
1403,228,33,0,6.301128167641325
1404,236,25,13,7.527982580037665
1405,239,22,239,8.994780334728034
1406,238,23,127,8.013822362278244
1407,228,33,0,6.181097709551658
1408,238,23,238,10.127794117647058
1409,229,32,0,6.0929427462396895
1410,228,33,0,6.402202729044834
1411,226,35,0,6.292136184857424
1412,239,22,0,7.263687819618782
1413,231,30,0,6.51746151996152
1414,246,15,246,9.593414634146342
1415,232,29,232,10.511366139846743
1416,237,24,237,10.400718471636194
1417,235,26,204,8.36960401891253
1418,242,19,0,6.706100780532599
1419,240,21,233,8.528221064814815
1420,231,30,11,7.500751563251563
1421,226,35,0,6.091838741396264
1422,229,32,0,5.985083697234352
1423,237,24,58,7.782491795593062
1424,237,24,120,7.985305907172996
1425,227,34,0,6.198006607929515
1426,237,24,0,6.702637130801688
1427,230,31,220,8.525496376811594
1428,232,29,232,9.09039870689655
1429,232,29,0,7.008028017241379
1430,240,21,53,7.7852650462962965
1431,229,32,0,6.593532265890344
1432,231,30,0,6.422204184704185
1433,245,16,25,7.587336734693878
1434,242,19,11,7.494024334251607
1435,240,21,240,10.134707175925927
1436,233,28,0,6.884387219837864
1437,243,18,0,5.994058070416095
1438,240,21,0,6.183065972222222
1439,242,19,0,6.95293388429752
1440,238,23,0,6.316933940242763
1441,242,19,0,5.994657943067034
1442,239,22,209,8.353527429102744
1443,239,22,13,7.406395862389586
1444,234,27,0,6.369136989553657
1445,231,30,0,6.719878547378547
1446,232,29,43,7.7046108716475095
1447,231,30,231,10.884872534872535
1448,232,29,232,9.287386254789272
1449,240,21,0,7.099097222222222
1450,236,25,235,8.798592278719397
1451,245,16,118,7.99284693877551
1452,240,21,240,10.195875000000001
1453,238,23,0,6.318844537815126
1454,240,21,0,6.236712962962963
1455,243,18,0,6.114475308641976
1456,241,20,8,7.430190179806362
1457,235,26,0,6.911509456264776
1458,236,25,5,7.313733521657251
1459,228,33,0,6.78583455165692
1460,235,26,0,6.4319160756501175
1461,234,27,18,7.563755935422602
1462,228,33,119,8.010291179337232
1463,231,30,0,7.120705868205868
1464,232,29,4,7.3884734195402295
1465,239,22,3,7.298881915388192
1466,242,19,230,8.4856290174472
1467,236,25,0,6.099508003766479
1468,243,18,45,7.696410608139003
1469,246,15,246,9.51556007226739
1470,228,33,0,7.036408382066277
1471,233,28,3,7.409417024320458
1472,231,30,30,7.658033910533911
1473,241,20,0,6.987566851083448
1474,231,30,1,7.204082491582492
1475,229,32,115,8.00852013585638
1476,233,28,233,10.77499403910348
1477,228,33,0,6.909532163742689
1478,237,24,0,6.717725035161744
1479,228,33,2,7.2146174463937625
1480,233,28,1,7.1283810205054845
1481,230,31,212,8.398237922705313
1482,233,28,0,7.075151406771578
1483,241,20,241,9.295658137390504
1484,242,19,242,9.44614095500459
1485,230,31,0,6.116240338164252
1486,243,18,0,6.704287837219936
1487,236,25,0,6.6049799905838045
1488,237,24,237,11.019594467885607
1489,231,30,0,6.9847222222222225
1490,242,19,242,9.286795224977043
1491,241,20,22,7.601738128169663
1492,240,21,0,5.97706712962963
1493,237,24,219,8.413626347866854
1494,230,31,0,6.788833333333333
1495,240,21,0,7.062236111111111
1496,232,29,232,9.410524425287356
1497,237,24,237,11.014791373652132
1498,233,28,35,7.629000953743443
1499,231,30,231,11.000575998075998
1500,242,19,0,6.820862029384757
1501,233,28,233,10.109967811158798
1502,244,17,0,6.702303051001821
1503,242,19,242,10.487479338842974
1504,229,32,0,6.193597768073751
1505,235,26,0,6.607998817966903
1506,247,14,247,10.260264282501126
1507,243,18,243,9.995476680384087
1508,238,23,0,5.992563025210084
1509,232,29,0,6.816210488505748
1510,232,29,39,7.720096982758621
1511,232,29,0,7.185832136015326
1512,230,31,19,7.571935990338164
1513,230,31,0,6.877735507246377
1514,238,23,0,6.992057656395891
1515,243,18,0,7.170924782807498
1516,233,28,0,7.164225083452552
1517,232,29,19,7.603831417624521
1518,231,30,67,7.817613035113035
1519,229,32,0,6.989849587578846
1520,227,34,0,6.903497307880568
1521,237,24,237,10.92023792780122
1522,245,16,245,9.106765306122448
1523,229,32,0,6.793423095584668
1524,242,19,2,7.290649678604224
1525,241,20,235,8.60325265099124
1526,234,27,0,6.794387464387465
1527,239,22,239,10.980500929800092
1528,243,18,43,7.724989711934156
1529,242,19,242,9.971033057851239
1530,241,20,80,7.877022821576763
1531,245,16,245,10.713731292517007
1532,230,31,230,10.537320048309178
1533,244,17,244,10.101125910746811
1534,234,27,0,6.600159069325737
1535,229,32,10,7.516145075206211
1536,230,31,230,10.711125603864733
1537,235,26,0,6.20291134751773
1538,232,29,0,6.6084375
1539,235,26,0,6.060223404255319
1540,235,26,235,10.00678841607565
1541,232,29,4,7.39196240421456
1542,246,15,0,6.526635049683831
1543,230,31,0,6.352892512077295
1544,233,28,233,9.278894849785408
1545,226,35,0,6.092101769911505
1546,240,21,0,7.203633101851851
1547,244,17,0,7.106525500910746
1548,237,24,237,9.905172292545709
1549,246,15,246,10.49205736224029
1550,236,25,0,6.909123116760829
1551,236,25,25,7.615994585687383
1552,225,36,0,6.110617283950617
1553,240,21,0,6.001789351851852
1554,245,16,245,9.012154195011338
1555,229,32,229,10.414085395439107
1556,231,30,216,8.419563492063492
1557,229,32,98,7.913552886948083
1558,241,20,0,7.066395804518211
1559,245,16,245,9.70906462585034
1560,238,23,69,7.816196311858077
1561,229,32,0,6.293512857836002
1562,237,24,0,6.319985935302391
1563,231,30,230,8.805406445406446
1564,243,18,46,7.729661636945588
1565,233,28,5,7.294775870290892
1566,237,24,237,10.803298171589311
1567,237,24,237,10.400979840600094
1568,235,26,0,5.976393617021277
1569,242,19,0,6.0972750229568415
1570,242,19,152,8.101884756657483
1571,241,20,2,7.29282733978792
1572,233,28,0,7.077489270386266
1573,239,22,0,6.312606927010692
1574,237,24,151,8.090185185185184
1575,238,23,116,7.978398692810457
1576,242,19,242,10.495708218549128
1577,240,21,122,8.022877314814815
1578,243,18,0,6.114069501600365
1579,232,29,16,7.573262691570881
1580,245,16,0,6.918520408163265
1581,231,30,231,9.31036556036556
1582,230,31,230,10.802310386473431
1583,241,20,0,5.988076302443522
1584,241,20,54,7.785495620101429
1585,241,20,40,7.712429691101891
1586,226,35,0,6.210790314650934
1587,235,26,0,7.08545035460993
1588,230,31,58,7.795346618357487
1589,239,22,27,7.598426313342632
1590,227,34,0,6.010319383259912
1591,236,25,236,9.08493879472693
1592,230,31,227,8.690298309178743
1593,235,26,235,10.014321513002365
1594,230,31,1,6.898669082125604
1595,228,33,0,7.021446150097466
1596,231,30,0,6.258094035594035
1597,228,33,0,6.397392787524367
1598,237,24,173,8.186094702297234
1599,239,22,0,6.464834960483496
1600,237,24,0,6.675874355368026
1601,232,29,7,7.480514846743295
1602,243,18,243,9.921687242798352
1603,228,33,7,7.356879873294346
1604,233,28,17,7.50868979494516
1605,238,23,0,5.975955882352941
1606,245,16,0,6.872604308390023
1607,244,17,0,6.0742691256830605
1608,241,20,40,7.727606039649608
1609,230,31,230,8.935685990338163
1610,237,24,237,10.902481247069854
1611,234,27,234,10.736613247863247
1612,228,33,0,7.1278874269005845
1613,233,28,233,9.015948974725799
1614,232,29,4,7.38608117816092
1615,229,32,28,7.5873362445414845
1616,232,29,0,6.6446671455938695
1617,241,20,0,6.213860073766713
1618,233,28,0,6.494295422031474
1619,232,29,180,8.202250957854407
1620,234,27,0,6.778304843304843
1621,242,19,0,7.309269972451791
1622,244,17,0,6.824301001821494
1623,239,22,2,7.28737680148768
1624,237,24,0,6.163477496483825
1625,233,28,28,7.601014544587506
1626,237,24,0,6.612837552742616
1627,245,16,245,10.603659863945577
1628,242,19,0,6.181501377410469
1629,236,25,235,8.653300376647834
1630,237,24,0,6.014923816221285
1631,229,32,0,6.269028384279476
1632,233,28,80,7.88355984740105
1633,234,27,0,7.193886514719848
1634,245,16,0,6.605290249433106
1635,239,22,77,7.875434681543468
1636,239,22,0,6.6783856345885635
1637,239,22,0,6.336791027429103
1638,234,27,1,7.2048990978157645
1639,226,35,0,6.263877826941986
1640,227,34,1,7.205101566324033
1641,231,30,57,7.799077681577682
1642,238,23,0,6.790909197012137
1643,232,29,0,6.5296072796934865
1644,242,19,28,7.676790633608816
1645,241,20,17,7.611215998155832
1646,245,16,245,9.220456916099772
1647,243,18,0,6.411356881572931
1648,241,20,231,8.510061088059013
1649,237,24,0,7.017434364744491
1650,240,21,0,6.538957175925926
1651,237,24,236,8.908956868260665
1652,243,18,0,6.609761088248743
1653,242,19,242,10.986562213039486
1654,246,15,58,7.7818857271906055
1655,231,30,1,7.232681577681578
1656,235,26,0,6.447918439716312
1657,233,28,0,6.795801144492131
1658,242,19,2,7.367503443526171
1659,230,31,0,6.218216183574879
1660,230,31,0,5.992435990338164
1661,233,28,2,7.319618502622795
1662,240,21,1,7.117489583333334
1663,244,17,241,8.677375910746811
1664,235,26,235,10.774355791962174
1665,228,33,6,7.426807992202729
1666,243,18,243,9.168659122085048
1667,232,29,5,7.402640086206896
1668,238,23,4,7.377401960784314
1669,229,32,0,6.706642406598738
1670,245,16,245,9.177018140589569
1671,239,22,0,6.911605067410507
1672,232,29,232,9.313776340996169
1673,235,26,0,5.995600472813239
1674,242,19,0,6.3117309458218545
1675,227,34,0,6.438360254527656
1676,244,17,243,8.709504781420765
1677,242,19,6,7.4239807162534435
1678,233,28,0,6.167455889365761
1679,227,34,45,7.716770680372002
1680,230,31,7,7.489332125603865
1681,244,17,244,9.078804644808743
1682,235,26,0,6.009575650118203
1683,232,29,0,5.974057710727969
1684,228,33,0,6.0161342592592595
1685,231,30,0,6.891148388648388
1686,244,17,244,10.797482923497268
1687,235,26,234,9.008302600472813
1688,228,33,1,7.3836464424951265
1689,242,19,0,6.786804407713499
1690,242,19,0,6.773574380165289
1691,243,18,8,7.405586419753086
